id_motorista,nome_completo,cpf,registro_cnh,categoria,data_emissao,data_vencimento,snapshot_date
51,Carlos Alves,791.156.984-14,103623587,D,2017-10-19,2027-10-17,2026-04-22 21:46:34.562362
52,Maria Lima,759.634.204-73,307652945,B,2017-03-26,2027-03-24,2026-04-22 21:46:34.562365
53,Joao Lima,553.507.428-34,761698732,AD,2020-08-25,2030-08-23,2026-04-22 21:46:34.562370
54,Joao Pereira,666.580.524-53,735631691,C,2017-06-12,2027-06-10,2026-04-22 21:46:34.562374
55,Ana Souza,564.712.400-51,916181170,B,2019-04-03,2029-03-31,2026-04-22 21:46:34.562378
56,Maria Oliveira,876.520.553-94,641629939,AB,2013-01-31,2023-01-29,2026-04-22 21:46:34.562382
57,Joao Rodrigues,135.351.275-88,300808194,AD,2013-06-15,2023-06-13,2026-04-22 21:46:34.562386
58,Ricardo Souza,622.535.339-39,566751933,C,2015-12-29,2025-12-26,2026-04-22 21:46:34.562389
59,Ana Silva,757.240.636-45,688436267,AD,2015-01-05,2025-01-02,2026-04-22 21:46:34.562393
60,Maria Santos,261.282.515-57,941321160,B,2014-04-27,2024-04-24,2026-04-22 21:46:34.562397
61,Beatriz Lima,995.554.511-18,877415484,B,2016-07-16,2026-07-14,2026-04-22 21:46:34.562403
62,Fernanda Gomes,963.739.167-77,311616176,A,2011-10-09,2021-10-06,2026-04-22 21:46:34.562406
63,Ricardo Ferreira,677.923.716-18,575114982,AE,2020-04-20,2030-04-18,2026-04-22 21:46:34.562410
64,Fernanda Souza,717.875.819-63,142526504,AB,2013-08-13,2023-08-11,2026-04-22 21:46:34.562414
65,Jose Ferreira,235.483.884-61,525976610,D,2012-04-23,2022-04-21,2026-04-22 21:46:34.562418
66,Carlos Souza,749.379.975-92,351175625,AD,2014-12-05,2024-12-02,2026-04-22 21:46:34.562424
67,Paulo Silva,459.362.839-82,432886268,AB,2011-10-10,2021-10-07,2026-04-22 21:46:34.562428
68,Jose Rodrigues,515.572.184-47,649654958,AE,2011-11-03,2021-10-31,2026-04-22 21:46:34.562431
69,Carlos Gomes,485.455.384-46,789556322,A,2014-04-19,2024-04-16,2026-04-22 21:46:34.562435
70,Joao Oliveira,352.217.964-72,773775787,AE,2017-12-15,2027-12-13,2026-04-22 21:46:34.562439
71,Carlos Oliveira,490.449.325-56,768019347,A,2015-07-10,2025-07-07,2026-04-22 21:46:34.562443
72,Paulo Pereira,207.585.114-46,160015284,A,2020-01-03,2029-12-31,2026-04-22 21:46:34.562446
73,Beatriz Rodrigues,965.957.129-29,158395322,AB,2018-11-23,2028-11-20,2026-04-22 21:46:34.562450
74,Jose Silva,958.926.472-54,864667964,C,2017-06-29,2027-06-27,2026-04-22 21:46:34.562488
75,Beatriz Ferreira,798.796.101-37,284861777,AC,2017-08-31,2027-08-29,2026-04-22 21:46:34.562495
76,Maria Gomes,258.801.425-68,159392866,E,2010-06-20,2020-06-17,2026-04-22 21:46:34.562500
77,Ricardo Rodrigues,955.427.483-33,311703481,AE,2023-03-31,2033-03-28,2026-04-22 21:46:34.562504
78,Fernanda Silva,316.924.565-64,829561117,E,2022-05-12,2032-05-09,2026-04-22 21:46:34.562509
79,Beatriz Gomes,487.606.778-79,786618649,AE,2017-03-03,2027-03-01,2026-04-22 21:46:34.562513
80,Fernanda Gomes,433.571.368-64,892966654,AC,2013-02-02,2023-01-31,2026-04-22 21:46:34.562517
81,Jose Oliveira,220.143.569-26,807116781,AE,2019-01-26,2029-01-23,2026-04-22 21:46:34.562526
82,Fernanda Ferreira,185.225.440-49,822170163,AD,2010-02-26,2020-02-24,2026-04-22 21:46:34.562530
83,Joao Oliveira,777.439.446-66,806398607,D,2021-10-22,2031-10-20,2026-04-22 21:46:34.562534
84,Ana Silva,558.961.443-61,149781073,AE,2016-04-04,2026-04-02,2026-04-22 21:46:34.562538
85,Fernanda Lima,907.241.551-66,185880024,B,2012-10-21,2022-10-19,2026-04-22 21:46:34.562542
86,Jose Rodrigues,586.299.446-39,381208707,AE,2012-10-20,2022-10-18,2026-04-22 21:46:34.562545
87,Paulo Oliveira,361.811.903-29,458939615,C,2019-11-22,2029-11-19,2026-04-22 21:46:34.562549
88,Ricardo Souza,829.539.263-52,548686810,AC,2022-02-25,2032-02-23,2026-04-22 21:46:34.562555
89,Adriana Santos,792.358.674-22,997229621,E,2017-09-26,2027-09-24,2026-04-22 21:46:34.562560
90,Carlos Santos,155.514.886-68,157980176,AC,2017-08-12,2027-08-10,2026-04-22 21:46:34.562563
91,Paulo Rodrigues,618.252.489-36,674057337,AB,2013-01-04,2023-01-02,2026-04-22 21:46:34.562567
92,Beatriz Oliveira,547.247.687-94,286078268,C,2022-04-08,2032-04-05,2026-04-22 21:46:34.562571
93,Beatriz Gomes,889.224.781-63,693442530,B,2018-12-04,2028-12-01,2026-04-22 21:46:34.562575
94,Adriana Santos,246.162.948-25,595986017,AD,2022-07-21,2032-07-18,2026-04-22 21:46:34.562579
95,Maria Ferreira,585.984.140-26,369844288,D,2010-04-07,2020-04-04,2026-04-22 21:46:34.562582
96,Joao Santos,889.928.517-58,592374842,AE,2020-10-19,2030-10-17,2026-04-22 21:46:34.562586
97,Paulo Alves,155.173.928-98,168823164,AE,2016-04-22,2026-04-20,2026-04-22 21:46:34.562590
98,Jose Oliveira,219.346.935-32,844207406,D,2016-12-20,2026-12-18,2026-04-22 21:46:34.562594
99,Beatriz Silva,880.275.131-49,705582334,C,2012-09-16,2022-09-14,2026-04-22 21:46:34.562598
100,Beatriz Rodrigues,701.194.831-78,762778702,E,2022-02-03,2032-02-01,2026-04-22 21:46:34.562604
101,Beatriz Rodrigues,136.719.415-61,514452737,C,2017-03-28,2027-03-26,2026-04-22 21:46:34.562608
102,Jose Lima,662.626.295-20,668281666,C,2013-06-17,2023-06-15,2026-04-22 21:46:34.562614
103,Paulo Rodrigues,610.650.339-38,665023477,AB,2013-05-23,2023-05-21,2026-04-22 21:46:34.562618
104,Carlos Alves,393.771.807-61,783241524,A,2019-02-18,2029-02-15,2026-04-22 21:46:34.562622
105,Ana Oliveira,233.238.263-28,627537491,D,2019-04-27,2029-04-24,2026-04-22 21:46:34.562626
106,Beatriz Ferreira,948.744.892-18,182932613,D,2022-04-20,2032-04-17,2026-04-22 21:46:34.562629
107,Maria Souza,221.625.317-75,884262445,C,2017-05-09,2027-05-07,2026-04-22 21:46:34.562633
108,Carlos Oliveira,398.787.164-93,124575909,AC,2014-05-22,2024-05-19,2026-04-22 21:46:34.562637
109,Jose Gomes,201.606.954-23,337105726,AD,2020-01-15,2030-01-12,2026-04-22 21:46:34.562643
110,Paulo Silva,759.768.556-45,435399894,E,2015-06-19,2025-06-16,2026-04-22 21:46:34.562647
111,Ana Silva,551.650.244-80,240608198,AC,2016-10-13,2026-10-11,2026-04-22 21:46:34.562651
112,Jose Pereira,850.904.357-27,521796348,D,2017-11-12,2027-11-10,2026-04-22 21:46:34.562655
113,Ricardo Silva,290.930.868-37,471411968,D,2015-12-31,2025-12-28,2026-04-22 21:46:34.562658
114,Beatriz Santos,911.811.417-18,821542356,C,2020-04-18,2030-04-16,2026-04-22 21:46:34.562662
115,Joao Oliveira,949.921.258-40,759400560,C,2021-01-04,2031-01-02,2026-04-22 21:46:34.562666
116,Maria Santos,397.691.582-30,257591988,A,2015-03-02,2025-02-27,2026-04-22 21:46:34.562669
117,Ana Santos,163.141.465-11,103666636,A,2015-09-10,2025-09-07,2026-04-22 21:46:34.562673
118,Carlos Lima,631.867.484-73,590749093,AE,2019-08-01,2029-07-29,2026-04-22 21:46:34.562676
119,Fernanda Souza,526.838.490-68,630338135,D,2014-09-01,2024-08-29,2026-04-22 21:46:34.562680
120,Ana Rodrigues,598.391.652-58,250140036,E,2019-03-23,2029-03-20,2026-04-22 21:46:34.562686
121,Adriana Souza,964.473.181-33,478610753,AE,2011-10-05,2021-10-02,2026-04-22 21:46:34.562690
122,Adriana Oliveira,704.416.380-31,533801303,AE,2023-02-07,2033-02-04,2026-04-22 21:46:34.562694
123,Beatriz Lima,311.285.469-52,592683604,B,2017-03-13,2027-03-11,2026-04-22 21:46:34.562697
124,Paulo Rodrigues,273.207.732-68,346432699,C,2013-09-14,2023-09-12,2026-04-22 21:46:34.562701
125,Fernanda Gomes,148.409.423-22,212076915,C,2022-11-27,2032-11-24,2026-04-22 21:46:34.562704
126,Ricardo Gomes,649.756.309-92,863984983,AB,2022-07-28,2032-07-25,2026-04-22 21:46:34.562708
127,Paulo Oliveira,233.645.172-74,161552189,AC,2010-12-19,2020-12-16,2026-04-22 21:46:34.562712
128,Fernanda Gomes,245.947.872-10,482622918,E,2018-02-15,2028-02-13,2026-04-22 21:46:34.562715
129,Maria Rodrigues,956.203.620-29,896657222,B,2012-11-30,2022-11-28,2026-04-22 21:46:34.562719
130,Maria Rodrigues,462.543.819-77,590491985,B,2020-12-13,2030-12-11,2026-04-22 21:46:34.562727
131,Ana Gomes,737.809.553-86,888282880,AC,2017-03-14,2027-03-12,2026-04-22 21:46:34.562731
132,Beatriz Alves,511.901.782-41,871505082,AB,2017-10-27,2027-10-25,2026-04-22 21:46:34.562734
133,Fernanda Pereira,756.847.531-59,722832374,AC,2022-11-18,2032-11-15,2026-04-22 21:46:34.562738
134,Ricardo Alves,753.309.499-13,566191545,AD,2023-04-09,2033-04-06,2026-04-22 21:46:34.562741
135,Carlos Silva,389.461.412-84,835058966,D,2013-01-04,2023-01-02,2026-04-22 21:46:34.562745
136,Ricardo Ferreira,936.395.887-71,979476582,AE,2019-01-14,2029-01-11,2026-04-22 21:46:34.562749
137,Joao Silva,349.820.315-20,227877118,D,2018-07-04,2028-07-01,2026-04-22 21:46:34.562752
138,Jose Ferreira,829.165.389-53,681801475,AC,2017-10-03,2027-10-01,2026-04-22 21:46:34.562756
139,Maria Silva,101.635.639-31,562406679,AE,2021-11-17,2031-11-15,2026-04-22 21:46:34.562762
140,Beatriz Gomes,961.556.194-95,852162854,A,2012-07-26,2022-07-24,2026-04-22 21:46:34.562766
141,Maria Pereira,197.978.185-31,139764649,AE,2020-09-29,2030-09-27,2026-04-22 21:46:34.562771
142,Carlos Ferreira,805.823.704-70,972526679,AD,2015-07-23,2025-07-20,2026-04-22 21:46:34.562774
143,Maria Pereira,155.420.804-33,512933182,B,2018-05-22,2028-05-19,2026-04-22 21:46:34.562778
144,Paulo Alves,980.587.975-32,728033435,C,2010-07-11,2020-07-08,2026-04-22 21:46:34.562782
145,Beatriz Gomes,287.656.481-87,100881650,C,2012-05-15,2022-05-13,2026-04-22 21:46:34.562785
146,Joao Souza,957.375.592-56,494893775,AC,2013-01-06,2023-01-04,2026-04-22 21:46:34.562789
147,Jose Ferreira,381.364.732-56,774877022,E,2020-08-21,2030-08-19,2026-04-22 21:46:34.562793
148,Joao Souza,484.222.823-69,649126651,B,2019-01-15,2029-01-12,2026-04-22 21:46:34.562796
149,Paulo Ferreira,299.241.199-42,969899341,B,2021-11-11,2031-11-09,2026-04-22 21:46:34.562800
150,Maria Santos,717.758.272-47,899256948,D,2016-10-29,2026-10-27,2026-04-22 21:46:34.562804
151,Paulo Lima,777.464.413-75,882935744,AC,2010-05-29,2020-05-26,2026-04-22 21:46:34.562810
152,Ricardo Gomes,234.609.556-99,642029489,AE,2014-06-13,2024-06-10,2026-04-22 21:46:34.562813
153,Fernanda Lima,175.321.568-99,121731678,AE,2017-12-02,2027-11-30,2026-04-22 21:46:34.562817
154,Maria Lima,449.448.788-50,640170448,AD,2017-03-23,2027-03-21,2026-04-22 21:46:34.562821
155,Adriana Rodrigues,870.773.108-24,646883849,AD,2020-11-01,2030-10-30,2026-04-22 21:46:34.562824
156,Ana Oliveira,468.568.367-88,550565643,AD,2012-01-23,2022-01-20,2026-04-22 21:46:34.562828
157,Joao Gomes,767.123.841-79,328104755,A,2021-01-02,2030-12-31,2026-04-22 21:46:34.562832
158,Fernanda Souza,458.223.266-75,632453109,C,2013-08-07,2023-08-05,2026-04-22 21:46:34.562838
159,Ana Rodrigues,285.621.187-55,289217104,C,2018-06-22,2028-06-19,2026-04-22 21:46:34.562844
160,Ricardo Santos,169.687.949-75,396815072,AD,2018-05-21,2028-05-18,2026-04-22 21:46:34.562847
161,Joao Pereira,257.247.153-15,962991156,AD,2021-10-21,2031-10-19,2026-04-22 21:46:34.562851
162,Beatriz Pereira,402.449.304-10,751518144,E,2021-01-09,2031-01-07,2026-04-22 21:46:34.562882
163,Fernanda Souza,428.182.752-12,141265421,E,2017-03-31,2027-03-29,2026-04-22 21:46:34.562891
164,Beatriz Silva,629.554.351-78,879150741,AE,2022-06-10,2032-06-07,2026-04-22 21:46:34.562896
165,Carlos Gomes,470.290.771-61,292598631,E,2016-09-12,2026-09-10,2026-04-22 21:46:34.562901
166,Ana Lima,536.415.520-12,144233130,AD,2021-09-22,2031-09-20,2026-04-22 21:46:34.562905
167,Ricardo Souza,200.985.534-61,788987072,AD,2020-08-09,2030-08-07,2026-04-22 21:46:34.562909
168,Fernanda Lima,262.642.353-14,779216755,AB,2010-03-04,2020-03-01,2026-04-22 21:46:34.562913
169,Fernanda Souza,829.405.744-10,434204023,D,2016-12-02,2026-11-30,2026-04-22 21:46:34.562918
170,Carlos Gomes,689.678.229-69,601828108,C,2016-03-20,2026-03-18,2026-04-22 21:46:34.562922
171,Ricardo Rodrigues,997.498.966-51,566491752,AB,2023-04-21,2033-04-18,2026-04-22 21:46:34.562926
172,Beatriz Santos,873.556.860-97,779818641,AE,2018-12-07,2028-12-04,2026-04-22 21:46:34.562930
173,Ricardo Alves,890.772.141-95,286689614,AC,2023-02-17,2033-02-14,2026-04-22 21:46:34.562937
174,Fernanda Gomes,586.280.687-61,385349615,D,2013-06-23,2023-06-21,2026-04-22 21:46:34.562942
175,Beatriz Silva,375.582.736-57,440681880,AC,2010-09-19,2020-09-16,2026-04-22 21:46:34.562946
176,Ana Silva,827.750.201-87,696883742,B,2020-11-13,2030-11-11,2026-04-22 21:46:34.562950
177,Adriana Alves,729.634.590-18,400538117,D,2019-01-17,2029-01-14,2026-04-22 21:46:34.562954
178,Ricardo Oliveira,574.732.191-99,729835643,AE,2011-11-03,2021-10-31,2026-04-22 21:46:34.562964
179,Maria Pereira,188.203.474-84,678334259,A,2020-01-20,2030-01-17,2026-04-22 21:46:34.562974
180,Paulo Ferreira,948.533.822-24,854514414,E,2015-03-04,2025-03-01,2026-04-22 21:46:34.562983
181,Beatriz Gomes,325.444.670-21,619936362,C,2010-01-12,2020-01-10,2026-04-22 21:46:34.562991
182,Maria Santos,897.476.328-13,400406103,E,2015-01-24,2025-01-21,2026-04-22 21:46:34.562998
183,Jose Rodrigues,328.821.307-40,868712100,AB,2013-04-13,2023-04-11,2026-04-22 21:46:34.563002
184,Fernanda Rodrigues,755.371.670-78,931897348,AB,2011-03-31,2021-03-28,2026-04-22 21:46:34.563007
185,Joao Santos,199.214.793-45,122775614,AB,2013-05-16,2023-05-14,2026-04-22 21:46:34.563011
186,Beatriz Oliveira,486.533.557-12,576578609,B,2022-01-20,2032-01-18,2026-04-22 21:46:34.563015
187,Maria Silva,830.740.936-67,125394620,E,2013-10-19,2023-10-17,2026-04-22 21:46:34.563052
188,Carlos Santos,997.261.530-45,813665790,AC,2015-01-10,2025-01-07,2026-04-22 21:46:34.563059
189,Maria Silva,289.245.888-18,787721524,A,2019-09-10,2029-09-07,2026-04-22 21:46:34.563063
190,Ricardo Oliveira,875.224.506-14,170803570,AD,2021-02-28,2031-02-26,2026-04-22 21:46:34.563068
191,Ricardo Pereira,122.403.329-53,923222769,E,2010-10-28,2020-10-25,2026-04-22 21:46:34.563072
192,Paulo Silva,336.819.287-54,745790579,C,2017-06-04,2027-06-02,2026-04-22 21:46:34.563076
193,Beatriz Oliveira,234.478.995-44,364472336,D,2014-10-16,2024-10-13,2026-04-22 21:46:34.563080
194,Paulo Rodrigues,524.523.408-75,688936389,AE,2021-02-26,2031-02-24,2026-04-22 21:46:34.563088
195,Fernanda Alves,634.157.965-69,395839839,AB,2010-01-01,2019-12-30,2026-04-22 21:46:34.563092
196,Ricardo Lima,724.601.473-33,364454717,AE,2020-03-24,2030-03-22,2026-04-22 21:46:34.563097
197,Fernanda Rodrigues,876.762.348-78,857091732,D,2019-08-17,2029-08-14,2026-04-22 21:46:34.563101
198,Joao Pereira,304.918.957-13,754185173,D,2016-08-19,2026-08-17,2026-04-22 21:46:34.563107
199,Joao Alves,473.209.133-13,839104972,AE,2010-02-09,2020-02-07,2026-04-22 21:46:34.563111
200,Maria Pereira,569.547.407-93,698498304,AC,2022-10-14,2032-10-11,2026-04-22 21:46:34.563115
201,Ana Alves,162.671.735-79,893919707,AC,2013-08-18,2023-08-16,2026-04-22 21:46:34.563119
202,Carlos Alves,329.986.549-70,823632001,B,2010-03-04,2020-03-01,2026-04-22 21:46:34.563123
203,Fernanda Pereira,692.935.745-96,277694580,AB,2013-12-17,2023-12-15,2026-04-22 21:46:34.563127
204,Jose Pereira,764.526.263-63,174844711,E,2011-10-02,2021-09-29,2026-04-22 21:46:34.563131
205,Adriana Santos,952.103.992-69,156787467,E,2013-11-07,2023-11-05,2026-04-22 21:46:34.563135
206,Maria Pereira,379.789.249-74,239793419,A,2012-06-18,2022-06-16,2026-04-22 21:46:34.563138
207,Carlos Pereira,422.435.897-78,965575493,AC,2011-10-14,2021-10-11,2026-04-22 21:46:34.563142
208,Fernanda Ferreira,997.467.712-38,683340467,AC,2017-08-23,2027-08-21,2026-04-22 21:46:34.563146
209,Maria Silva,509.772.195-87,810133780,AB,2010-08-11,2020-08-08,2026-04-22 21:46:34.563149
210,Maria Lima,230.577.239-96,887967537,AB,2023-03-02,2033-02-27,2026-04-22 21:46:34.563153
211,Paulo Gomes,858.714.319-43,606534985,AC,2019-12-12,2029-12-09,2026-04-22 21:46:34.563157
212,Jose Souza,669.792.275-61,635343177,E,2016-06-04,2026-06-02,2026-04-22 21:46:34.563161
213,Fernanda Santos,720.494.670-12,225076374,B,2011-05-20,2021-05-17,2026-04-22 21:46:34.563164
214,Paulo Santos,109.317.838-43,710524340,D,2019-09-11,2029-09-08,2026-04-22 21:46:34.563168
215,Fernanda Souza,758.917.412-69,428108861,D,2016-01-08,2026-01-05,2026-04-22 21:46:34.563176
216,Adriana Silva,899.493.631-32,439545497,A,2018-08-14,2028-08-11,2026-04-22 21:46:34.563180
217,Maria Lima,272.502.785-38,880394002,AB,2016-10-29,2026-10-27,2026-04-22 21:46:34.563186
218,Carlos Santos,945.234.433-24,833784595,AB,2013-04-12,2023-04-10,2026-04-22 21:46:34.563190
219,Carlos Santos,435.424.296-64,402570069,AB,2020-01-03,2029-12-31,2026-04-22 21:46:34.563193
220,Carlos Rodrigues,889.204.703-16,971293329,AE,2011-09-13,2021-09-10,2026-04-22 21:46:34.563197
221,Adriana Silva,818.938.777-48,439115339,B,2016-05-28,2026-05-26,2026-04-22 21:46:34.563201
222,Carlos Lima,264.642.549-40,861149537,C,2018-12-19,2028-12-16,2026-04-22 21:46:34.563204
223,Paulo Gomes,619.378.680-89,585890323,AB,2014-10-17,2024-10-14,2026-04-22 21:46:34.563208
224,Jose Alves,570.617.311-32,746939611,AC,2021-09-22,2031-09-20,2026-04-22 21:46:34.563212
225,Ricardo Santos,157.997.338-70,968433494,AD,2011-04-23,2021-04-20,2026-04-22 21:46:34.563215
226,Beatriz Oliveira,631.532.645-60,456031251,C,2019-02-21,2029-02-18,2026-04-22 21:46:34.563219
227,Fernanda Lima,942.806.575-83,894797376,AB,2020-05-30,2030-05-28,2026-04-22 21:46:34.563223
228,Jose Ferreira,514.843.372-71,585705273,AC,2011-02-02,2021-01-30,2026-04-22 21:46:34.563227
229,Adriana Silva,897.347.513-42,262794330,C,2019-08-31,2029-08-28,2026-04-22 21:46:34.563230
230,Fernanda Santos,554.274.328-21,713072586,A,2017-03-16,2027-03-14,2026-04-22 21:46:34.563234
231,Ricardo Pereira,948.265.789-62,123595990,AB,2021-04-08,2031-04-06,2026-04-22 21:46:34.563238
232,Paulo Pereira,381.285.404-95,323249117,AC,2010-03-06,2020-03-03,2026-04-22 21:46:34.563241
233,Maria Ferreira,585.752.160-81,295412662,C,2022-03-21,2032-03-18,2026-04-22 21:46:34.563245
234,Maria Lima,980.352.173-18,325287157,A,2021-04-24,2031-04-22,2026-04-22 21:46:34.563249
235,Jose Rodrigues,371.447.465-66,689485802,B,2022-04-15,2032-04-12,2026-04-22 21:46:34.563252
236,Paulo Ferreira,477.177.799-65,127139459,AC,2011-05-02,2021-04-29,2026-04-22 21:46:34.563258
237,Carlos Souza,408.573.563-53,705110987,C,2015-10-11,2025-10-08,2026-04-22 21:46:34.563264
238,Paulo Lima,340.169.642-87,391408077,AB,2020-05-31,2030-05-29,2026-04-22 21:46:34.563268
239,Ana Pereira,640.752.413-56,736085872,A,2021-06-21,2031-06-19,2026-04-22 21:46:34.563271
240,Fernanda Pereira,975.766.497-13,607321450,E,2020-08-06,2030-08-04,2026-04-22 21:46:34.563275
241,Joao Santos,352.769.820-96,855635135,E,2011-12-20,2021-12-17,2026-04-22 21:46:34.563279
242,Fernanda Lima,715.202.742-17,353657667,E,2010-12-18,2020-12-15,2026-04-22 21:46:34.563283
243,Beatriz Gomes,865.155.144-24,196784742,E,2017-09-23,2027-09-21,2026-04-22 21:46:34.563289
244,Ricardo Rodrigues,576.336.527-85,449500095,E,2011-07-20,2021-07-17,2026-04-22 21:46:34.563293
245,Maria Pereira,388.818.430-12,456059790,AD,2010-02-22,2020-02-20,2026-04-22 21:46:34.563297
246,Paulo Silva,184.562.161-14,474668670,AD,2019-01-25,2029-01-22,2026-04-22 21:46:34.563300
247,Beatriz Alves,134.839.726-29,152293204,AB,2017-09-12,2027-09-10,2026-04-22 21:46:34.563304
248,Carlos Rodrigues,194.658.990-75,134447718,D,2013-12-17,2023-12-15,2026-04-22 21:46:34.563308
249,Jose Silva,181.906.207-79,367853809,C,2020-05-01,2030-04-29,2026-04-22 21:46:34.563312
250,Paulo Lima,166.735.261-10,216131355,B,2022-10-24,2032-10-21,2026-04-22 21:46:34.563315
251,Beatriz Lima,874.479.721-98,766522507,E,2022-06-23,2032-06-20,2026-04-22 21:46:34.563319
